,id,popularity,release_date,title,vote_average,vote_count
8492,183,1.3463,1989-12-15,The Wizard,6.05,339
8493,785985,0.7868,2022-05-06,The Takedown,6.0,506
8494,37770,0.3274,1990-12-21,Fantozzi to the Rescue,6.049,356
8495,16342,3.5409,2008-12-05,The Children,6.049,409
8496,9893,1.6192,2004-07-09,Sleepover,6.0,516
8497,849,2.9303,1983-07-29,Krull,6.049,603
8498,567970,1.0266,2020-01-28,Lost Girls,6.048,749
8499,451184,1.0221,2020-01-29,Wasp Network,6.0,400
8500,143049,1.7703,2014-02-14,Adult World,6.048,387
8501,116811,0.8996,2012-08-30,Berberian Sound Studio,6.048,386
8502,13243,2.4538,2007-09-07,Meet Bill,6.0,353
8503,2212,1.6985,1997-01-31,Nightwatch,6.048,421
8504,345922,4.2148,2017-02-16,Fist Fight,6.0,1294
8505,308531,7.0394,2016-06-01,Teenage Mutant Ninja Turtles: Out of the Shadows,6.047,3743
8506,290999,0.4924,2014-09-19,Wyrmwood: Road of the Dead,6.047,493
8507,10724,4.1814,1982-06-18,Firefox,6.047,604
8508,10516,1.0933,1979-01-31,The Gendarme and the Creatures from Outer Space,6.047,654
8509,9644,1.5536,1993-02-04,National Lampoon's Loaded Weapon 1,6.047,781
8510,443319,1.0921,2017-04-21,Phoenix Forgotten,6.046,314
8511,316023,6.9187,2016-07-07,Mike and Dave Need Wedding Dates,6.046,2577
8512,81774,4.7057,1986-11-04,Exploits of a Young Don Juan,6.046,303
8513,12088,2.2247,1992-12-18,Fortress,6.0,716
8514,347984,1.1592,2017-07-09,6 Days,6.045,749
8515,133805,12.4609,2013-10-16,Carrie,6.045,4672
8516,458305,3.6043,2019-09-07,Vivarium,6.044,2435
8517,74944,0.587,2011-09-14,War of the Buttons,6.044,433
8518,23827,4.7834,2007-09-14,Paranormal Activity,6.044,5352
8519,23488,2.892,2009-09-09,Dorian Gray,6.044,2212
8520,7511,1.3087,2006-09-10,The Last Kiss,6.0,395
8521,183836,1.3451,2013-04-17,The Brats,6.043,551
8522,32293,1.1817,2003-08-15,The Cheetah Girls,6.043,488
8523,23048,3.5184,2010-03-26,Hot Tub Time Machine,6.043,2679
8524,15189,1.7747,2009-01-16,Hotel for Dogs,6.043,902
8525,14400,3.7591,2008-12-17,The Heir Apparent: Largo Winch,6.043,581
8526,840882,1.3752,2022-03-03,The Weekend Away,6.042,786
8527,508018,0.9077,2018-03-10,The Warning,6.0,383
8528,6623,2.6121,1997-09-26,The Peacemaker,6.042,1101
8529,1051896,8.1496,2024-04-12,Arcadian,6.041,808
8530,486070,0.6033,2018-01-11,Blessed Madness,6.041,394
8531,440918,1.0677,2019-04-12,Teen Spirit,6.0,353
8532,48340,2.1621,2011-02-03,Sanctum,6.041,1138
8533,15213,1.6271,2006-08-04,Everyone's Hero,6.0,333
8534,426238,1.1471,2017-08-25,Beach Rats,6.0,559
8535,37958,13.4459,2011-11-10,Immortals,6.04,2763
8536,13683,2.4351,2002-06-24,Tarzan & Jane,6.0,668
8537,1642,3.0029,1995-07-28,The Net,6.04,1482
8538,278924,7.237,2016-08-25,Mechanic: Resurrection,6.039,3588
8539,10186,2.1877,2008-08-20,The Rocker,6.039,621
8540,1252,1.6083,2006-04-30,Lonely Hearts,6.039,369
8541,429415,21.2608,2018-07-15,Extinction,6.038,1954
8542,398920,0.6077,2017-01-18,He Even Has Your Eyes,6.038,519
8543,278924,7.237,2016-08-25,Mechanic: Resurrection,6.039,3588
8544,11675,4.8561,1998-08-05,Halloween H20: 20 Years Later,6.0,1768
8545,10740,4.7599,2004-10-29,Birth,6.0,736
8546,616820,11.1022,2022-10-12,Halloween Ends,6.037,1975
8547,588001,0.6408,2019-03-16,Despite Everything,6.037,430
8548,77883,4.8686,2012-08-30,The Possession,6.036,1684
8549,32985,2.9515,2009-12-23,Solomon Kane,6.034,1496
8550,1051896,8.1496,2024-04-12,Arcadian,6.041,808
8551,549514,2.2531,2020-12-18,Fatale,6.0,373
8552,519106,6.5705,2018-10-06,The Trouble with You,6.036,470
8553,253235,1.2911,2014-07-10,And So It Goes,6.036,477
8554,103620,2.3915,2012-12-26,Maniac,6.036,1005
8555,24913,1.3331,1986-03-27,April Fool's Day,6.036,377
8556,9989,1.4839,2001-01-11,Antitrust,6.036,558
8557,4858,13.1464,2007-08-17,The Invasion,6.036,1653
8558,300681,1.9367,2018-10-25,Replicas,6.036,1461
8559,109491,5.3327,2013-02-13,Beautiful Creatures,6.034,2925
8560,579,4.9082,1978-06-16,Jaws 2,6.035,2085
8561,522406,13.9622,2020-10-08,Flashback,6.034,328
8562,490445,0.9172,2018-04-18,Dumped,6.034,378
8563,70821,0.6302,2011-11-10,Cyberbully,6.034,471
8564,58013,0.4758,2010-12-17,The Santa Claus Gang,6.034,1086
8565,11317,1.5434,1994-02-11,My Girl 2,6.03,525
8566,10411,1.2341,1992-12-04,The Distinguished Gentleman,6.034,319
8567,7501,1.6429,2001-11-30,Knockaround Guys,6.034,380
8568,701175,2.4761,2020-09-16,The Paramedic,6.033,677
8569,9449,4.142,1997-12-05,The Borrowers,6.033,512
8570,2539,9.1747,2004-12-17,Spanglish,6.033,1363
8571,522016,2.7909,2022-01-05,The 355,6.0,1111
8572,363126,15.9866,2017-04-20,Berlin Syndrome,6.032,681
8573,198287,1.2007,2013-07-06,After the Dark,6.032,718
8574,9416,1.6192,1997-08-22,Money Talks,6.0,417
8575,595148,8.9634,2020-07-01,Irresistible,6.031,484
8576,209355,1.1512,2013-11-06,The French Minister,6.031,302
8577,44977,1.4109,2013-12-19,Dhoom 3,6.031,303
8578,15516,1.8399,1972-08-30,The Last House on the Left,6.0,766
8579,800497,1.4518,2021-06-25,Werewolves Within,6.03,612
8580,12590,3.922,2002-08-11,Below,6.03,493
8581,11317,1.5434,1994-02-11,My Girl 2,6.03,525
8582,10555,9.4729,2004-09-20,Shark Tale,6.03,6620
8583,718400,1.6083,2020-08-21,The Vanished,6.0,350
8584,508138,2.0352,2019-08-23,Burn,6.029,332
8585,6935,1.436,2001-04-04,Yamakasi,6.029,590
8586,5559,6.8028,2007-10-28,Bee Movie,6.029,5163
8587,872709,0.8468,2022-11-30,Smoking Causes Coughing,6.0,396
8588,289727,3.7744,2014-06-15,The Rewrite,6.028,627
8589,14628,1.2957,1989-03-17,Fletch Lives,6.028,323
8590,1969,2.1571,2006-01-18,Bandidas,6.028,1159
8591,311324,10.1011,2016-12-16,The Great Wall,6.027,5467
8592,258509,3.4833,2015-12-17,Alvin and the Chipmunks: The Road Chip,6.027,1742
8593,9745,1.9335,1998-11-15,Jack Frost,6.027,1213
8594,831946,5.45,2022-05-26,Interceptor,6.026,810
8595,76285,2.7689,2013-08-07,Percy Jackson: Sea of Monsters,6.026,5318
8596,64635,16.5844,2012-08-02,Total Recall,6.026,5789
8597,5549,2.7628,1990-06-22,RoboCop 2,6.026,2074
8598,819876,1.8096,2022-05-25,Crimes of the Future,6.025,1246
8599,292040,0.799,2015-04-11,Spooks: The Greater Good,6.025,618
8600,64635,16.5844,2012-08-02,Total Recall,6.026,5789
8601,5549,2.7628,1990-06-22,RoboCop 2,6.026,2074
8602,292040,0.799,2015-04-11,Spooks: The Greater Good,6.025,618
8603,59457,1.3712,2010-07-15,Womb,6.025,394
8604,8284,0.713,2009-05-01,The Limits of Control,6.025,306
8605,5966,2.4523,2004-01-16,Along Came Polly,6.025,2978
8606,431075,2.5709,2019-01-10,Polaroid,6.024,1124
8607,309242,1.1802,2015-07-04,Mississippi Grind,6.0,558
8608,77805,3.1917,2013-08-08,Lovelace,6.024,737
8609,65599,14.7231,2011-10-14,The Woman,6.024,577
8610,10093,1.0256,2006-11-10,The Return,6.024,651
8611,9948,2.6096,2006-11-09,The Fox and the Hound 2,6.024,695
8612,9458,1.0475,1998-01-30,Desperate Measures,6.024,307
8613,328595,0.6173,2015-03-01,Parallels,6.023,384
8614,257091,6.3311,2015-03-26,Get Hard,6.023,2860
8615,21301,1.0256,2004-01-20,Barbershop 2: Back in Business,6.0,309
8616,13654,6.9323,2003-03-02,101 Dalmatians II: Patch's London Adventure,6.022,1228
8617,10353,1.0852,1998-02-11,The Visitors II: The Corridors of Time,6.023,1050
8618,10066,4.9068,2005-05-05,House of Wax,6.023,3276
8619,6217,4.0543,1982-04-02,Cat People,6.023,557
8620,41505,11.4425,2010-03-27,6 Souls,6.022,753
8621,13654,6.9323,2003-03-02,101 Dalmatians II: Patch's London Adventure,6.022,1228
8622,527261,7.8144,2019-05-16,The Silence,6.021,1657
8623,25239,3.3369,1978-11-02,Day of the Woman,6.021,698
8624,11452,2.8819,2002-03-29,National Lampoon's Van Wilder,6.021,1919
8625,10433,1.0838,1993-03-05,Mad Dog and Glory,6.02,394
8626,2575,4.4259,2001-02-11,The Tailor of Panama,6.02,530
8627,82,12.0618,2006-07-27,Miami Vice,6.02,1918
8628,864873,1.3346,2021-10-27,Hypnotic,6.019,681
8629,168138,0.7314,2013-03-27,The Last Days,6.019,370
8630,748230,7.2297,2024-10-03,Salem's Lot,6.018,662
8631,308453,1.3684,2016-01-22,The Bronze,6.0,391
8632,290764,1.5211,2015-01-15,Tracers,6.018,1109
8633,284536,2.6285,2014-12-25,The Gambler,6.018,1525
8634,269795,1.9458,2017-06-29,2:22,6.018,1534
8635,228968,1.2624,2015-03-12,Kidnapping Mr. Heineken,6.018,657
8636,34583,0.9057,2010-01-28,The Final,6.018,303
8637,217,5.3848,2008-05-21,Indiana Jones and the Kingdom of the Crystal Skull,6.019,8889
8638,635891,1.4843,2022-09-04,Clerks III,6.017,300
8639,611605,2.3377,2019-07-18,1BR,6.017,509
8640,457955,6.3898,2018-03-07,The Night Eats the World,6.017,783
8641,2370,1.7811,1969-12-17,Topaz,6.017,407
8642,242095,1.5061,2014-03-15,The Signal,6.016,1799
8643,11777,1.8016,1994-12-24,I.Q.,6.016,481
8644,11015,1.9503,1997-01-10,The Relic,6.015,586
8645,138697,5.8336,2013-09-12,Don Jon,6.014,4520
8646,86597,1.5987,2012-03-19,The Tall Man,6.014,1212
8647,11847,0.9137,2001-01-18,The Accidental Spy,6.014,509
8648,934756,3.6036,2022-09-01,Love in the Villa,6.013,389
8649,773975,1.3658,2022-09-09,End of the Road,6.0,339
8650,366514,2.0392,2016-05-04,Up for Love,6.0,866
8651,335866,2.6545,2015-05-28,Circle,6.013,2101
8652,869612,3.1649,2023-05-19,Master Gardener,6.012,322
8653,517909,2.9695,2019-09-27,The Laundromat,6.012,1283
8654,459928,1.5301,2018-11-08,12 Feet Deep,6.011,329
8655,286521,1.149,2014-05-10,5 Flights Up,6.011,326
8656,162903,1.4613,2013-10-11,The Fifth Estate,6.011,1064
8657,9564,2.2445,1999-02-03,Asterix and Obelix vs. Caesar,6.011,2017
8658,848538,13.9738,2024-01-31,Argylle,6.01,1678
8659,274854,6.4742,2015-10-21,The Last Witch Hunter,6.01,3801
8660,9091,17.3334,1995-10-27,Sudden Death,6.0,787
8661,818,3.6551,2002-07-26,Austin Powers in Goldmember,6.01,3361
8662,542224,4.9705,2020-01-30,Gretel & Hansel,6.0,1532
8663,356842,0.8756,2016-03-11,The Ones Below,6.009,370
8664,10547,3.7389,1996-05-31,The Arrival,6.0,809
8665,8884,1.1756,2008-10-16,Franklyn,6.0,382
8666,565028,2.3282,2021-08-25,Candyman,6.008,1725
8667,378018,12.4724,2016-09-22,The Void,6.008,1386
8668,140222,0.523,2013-03-22,Love and Honor,6.008,358
8669,454699,1.6619,2017-08-24,Monster Family,6.007,364
8670,10922,1.3128,2003-10-29,The Human Stain,6.007,501
8671,531503,0.8742,2019-07-12,Point Blank,6.006,566
8672,343611,6.8487,2016-10-19,Jack Reacher: Never Go Back,6.006,5241
8673,13078,10.5698,2008-05-09,The Babysitters,6.006,536
8674,2067,2.2695,2000-03-10,Mission to Mars,6.0,1534
8675,479,2.568,2000-06-15,Shaft,6.006,1407
8676,502292,2.4771,2019-05-03,The Last Summer,6.0,1395
8677,427989,0.5894,2016-12-15,Poorly Rich,6.005,432
8678,341689,0.91,2017-10-06,How to Talk to Girls at Parties,6.0,419
8679,252512,4.8,2015-03-27,While We're Young,6.005,1178
8680,26691,0.5661,2009-08-12,Neuilly Yo Mama!,6.005,943
8681,11915,1.0446,1982-10-03,The Gendarme and the Gendarmettes,6.005,580
8682,11834,1.6863,1977-03-28,Jabberwocky,6.005,307
8683,11638,2.0031,2005-03-25,Guess Who,6.005,961
8684,8831,2.5664,1994-09-15,Timecop,6.005,1278
8685,13092,1.3838,2008-10-02,How to Lose Friends & Alienate People,6.004,824
8686,11082,1.2826,1988-04-01,The Seventh Sign,6.004,372
8687,4234,24.0906,2000-02-04,Scream 3,6.004,3951
8688,1129598,4.2946,2024-03-15,Prey,6.003,350
8689,804150,6.2007,2023-02-22,Cocaine Bear,6.003,2373
8690,483202,5.2877,2019-10-18,Eli,6.003,1489
8691,24795,1.5991,1994-07-15,Angels in the Outfield,6.003,471
8692,14871,0.7555,2008-08-08,Make It Happen,6.0,300
8693,9566,1.5067,1996-08-15,The Fan,6.003,838
8694,295832,0.2055,2014-10-02,Unique Brothers,6.002,301
8695,4515,1.5508,2007-10-22,Lions for Lambs,6.002,818
8696,460321,8.7032,2019-02-22,Close,6.0,703
8697,442249,4.1262,2018-07-04,The First Purge,6.001,4178
8698,11419,10.3484,1997-02-13,Vegas Vacation,6.001,702
8699,1124620,10.3006,2025-02-14,The Monkey,6.0,1217
8700,11419,10.3484,1997-02-13,Vegas Vacation,6.001,702
8701,76494,2.3336,2012-05-17,What to Expect When You're Expecting,6.0,1839
8702,1124620,10.3006,2025-02-14,The Monkey,6.0,1217
8703,800345,2.3561,2022-08-05,Carter,5.999,413
8704,19840,1.9199,2009-07-10,"I Love You, Beth Cooper",5.999,943
8705,17336,1.4548,2009-04-24,Fighting,6.0,748
8706,9021,6.1686,2002-09-29,The Santa Clause 2,5.999,1409
8707,894169,6.008,2022-05-17,Vendetta,5.998,329
8708,333348,1.9009,2015-11-12,Love the Coopers,6.0,857
8709,209249,1.5487,2014-01-13,The Love Punch,5.998,462
8710,36669,5.3782,2002-11-17,Die Another Day,5.998,3810
8711,12834,2.4785,2009-09-13,Leaves of Grass,5.998,450
8712,7090,2.4744,2003-01-30,Ken Park,5.998,664
8713,1129598,4.2946,2024-03-15,Prey,6.003,350
8714,346681,4.9441,2017-03-24,Wilson,5.997,380
8715,11866,2.1159,2004-12-17,Flight of the Phoenix,5.997,924
8716,8555,2.071,2004-08-10,Creep,5.997,826
8717,3597,4.9723,1997-10-17,I Know What You Did Last Summer,5.997,3182
8718,670428,0.9334,2020-10-29,PG: Psycho Goreman,6.0,420
8719,413857,1.4426,2017-10-20,Tragedy Girls,6.0,345
8720,9997,6.717,2007-11-15,Gabriel,5.996,420
8721,66129,1.1878,2011-06-30,The Tuche Family,5.995,1343
8722,55465,1.4785,2011-11-04,A Very Harold & Kumar Christmas,5.995,1038
8723,18502,8.0677,1985-06-14,The Stuff,5.995,516
8724,11133,1.74,1986-05-23,Poltergeist II: The Other Side,6.0,748
8725,9894,2.6175,1996-06-10,The Cable Guy,5.995,2610
8726,8069,2.2811,1968-10-10,Barbarella,5.995,810
8727,982843,21.3152,2025-09-18,The Great Flood,5.994,613
8728,492565,1.1527,2019-03-08,The Kid,6.0,320
8729,59861,1.9541,2011-06-30,Larry Crowne,5.994,1397
8730,11595,1.6444,1990-06-08,Another 48 Hrs.,5.994,968
8731,9645,10.6235,2002-10-25,Ghost Ship,5.994,2603
8732,6472,1.1835,1994-03-11,Guarding Tess,5.994,345
8733,955991,1.3714,2022-09-23,The Offering,5.993,376
8734,11678,1.9239,2000-12-08,Vertical Limit,5.993,1116
8735,8452,2.3677,2000-11-17,The 6th Day,5.993,2211
8736,672582,3.7838,2021-06-30,The Deep House,5.992,1082
8737,294793,1.7949,2022-04-08,All the Old Knives,5.992,611
8738,13490,1.5361,2008-02-08,Welcome Home Roscoe Jenkins,5.992,302
8739,13168,1.8262,2007-11-16,Smiley Face,5.992,316
8740,13490,1.5361,2008-02-08,Welcome Home Roscoe Jenkins,5.992,302
8741,13168,1.8262,2007-11-16,Smiley Face,5.992,316
8742,9756,1.0008,2006-01-17,Half Light,6.0,301
8743,763788,2.6172,2021-11-05,Dangerous,5.991,502
8744,18239,9.7502,2009-11-18,The Twilight Saga: New Moon,5.991,9652
8745,955531,0.9594,2023-10-05,Sister Death,5.99,354
8746,643586,1.9894,2021-02-12,Willy's Wonderland,5.99,1108
8747,123109,1.4346,2013-03-09,No One Lives,5.99,681
8748,918,2.2151,1987-03-27,Blind Date,6.0,523
8749,830788,15.0609,2022-08-24,The Invitation,5.989,943
8750,209112,16.5872,2016-03-23,Batman v Superman: Dawn of Justice,5.989,18788
8751,58595,4.7378,2012-05-30,Snow White and the Huntsman,5.989,8155
8752,11857,2.5108,2002-01-11,Orange County,5.989,490
8753,10990,1.6273,1996-04-26,Mulholland Falls,5.989,321
8754,10900,4.9765,2008-02-08,Surveillance,5.989,351
8755,10538,2.1803,1992-11-06,Passenger 57,5.989,1089
8756,8914,5.3202,1999-07-28,Deep Blue Sea,5.988,2606
8757,340487,2.8362,2016-09-25,Certain Women,5.988,375
8758,310133,1.4629,2015-07-08,Cop Car,5.988,909
8759,73937,1.577,2011-10-13,The Big Year,5.988,867
8760,353069,4.8544,2016-04-28,Mother's Day,6.0,1306
8761,22821,1.3912,2009-11-24,The Boondock Saints II: All Saints Day,5.987,795
8762,9266,1.41,2002-08-16,Blue Crush,5.987,561
8763,19994,6.0268,2009-09-18,Jennifer's Body,5.985,4148
8764,823999,0.7617,2022-11-17,Diabolik: Ginko Attacks!,5.984,486
8765,706510,1.1875,2020-07-01,Desperados,5.984,490
8766,340402,1.3931,2016-11-11,Almost Christmas,5.984,387
8767,146198,4.3067,2016-02-19,Triple 9,5.984,2243
8768,930600,6.1163,2024-08-16,The Deliverance,5.983,529
8769,822119,13.796,2025-02-12,Captain America: Brave New World,5.983,2949
8770,758879,0.8939,2021-11-26,A Castle for Christmas,5.983,349
8771,211067,0.7373,2014-05-01,The Sacrament,5.983,488
8772,12500,1.9422,1985-08-30,American Ninja,5.983,472
8773,247218,0.2993,2014-01-01,A Boss in the Living Room,5.982,536
8774,2313,2.6723,2005-09-21,Prime,5.982,833
8775,521007,2.0768,2020-12-11,Superintelligence,5.981,315
8776,302688,1.7163,2016-03-23,My Big Fat Greek Wedding 2,5.981,1064
8777,32823,1.7995,2010-06-03,Get Him to the Greek,5.981,1897
8778,520663,1.7189,2021-05-13,The Woman in the Window,5.98,2113
8779,249660,1.9521,2014-03-21,God's Not Dead,5.98,952
8780,41439,13.871,2010-10-22,Saw 3D,5.979,3245
8781,19384,1.8425,1990-01-26,Dark Angel,5.98,352
8782,11379,5.7728,1984-08-10,The Adventures of Buckaroo Banzai Across the 8th Dimension,5.98,477
8783,11306,1.6141,1996-09-27,Extreme Measures,5.98,346
8784,9569,2.071,1990-02-09,Hard to Kill,5.98,656
8785,7451,49.8645,2002-08-09,xXx,5.98,4807
8786,60405,1.434,2011-04-19,Sharpay's Fabulous Adventure,6.0,557
8787,1410,1.8653,1974-03-30,Dark Star,5.979,629
8788,215830,1.107,2013-08-13,Open Grave,5.978,756
8789,13279,1.6344,2008-09-19,Lakeview Terrace,5.978,1132
8790,1679,1.2644,1955-04-24,Godzilla Raids Again,6.0,322
8791,10023,1.2627,1987-06-26,Dragnet,5.977,528
8792,9096,1.2642,1992-02-07,Medicine Man,5.977,411
8793,930600,6.1163,2024-08-16,The Deliverance,5.983,529
8794,58224,2.5799,2011-06-17,Mr. Popper's Penguins,5.976,3134
8795,49730,4.6208,2011-03-10,Red Riding Hood,5.976,3287
8796,45535,0.7232,2010-06-16,Fatal,5.976,658
8797,14451,2.8509,2009-01-09,Dead Snow,5.976,1206
8798,13159,1.4834,2007-05-10,Georgia Rule,5.976,470
8799,243442,0.2789,2013-12-12,A Fantastic Back and Forth,5.975,323
8800,14979,2.0649,2009-01-09,Thick as Thieves,5.975,851
8801,8698,7.2941,2003-07-11,The League of Extraordinary Gentlemen,5.975,4283
8802,12994,1.4791,2007-01-21,The Nines,5.974,461
8803,576004,3.0591,2019-06-28,Porno,5.973,412
8804,10678,1.581,2003-03-07,Bringing Down the House,5.973,732
8805,9348,16.3175,1995-07-07,Species,5.973,1803
8806,8975,1.8802,2006-10-13,The Marine,5.973,806
8807,301348,4.0164,2016-03-22,Elvis & Nixon,5.972,439
8808,44894,0.5877,2005-12-16,I Love You in All Languages of the World,6.0,493
8809,17037,5.483,1998-11-13,I'll Be Home for Christmas,5.972,354
8810,11479,1.1849,1994-12-14,"Little Indian, Big City",5.973,618
8811,8780,3.1554,2008-04-25,Baby Mama,6.0,684
8812,321258,4.9811,2016-01-22,The Boy,5.971,3912
8813,300153,10.2898,2015-09-09,Life,5.971,365
8814,125490,1.1356,2012-09-19,Antiviral,5.971,427
8815,50725,1.586,2011-03-04,Take Me Home Tonight,5.971,710
8816,19724,1.5412,2009-06-19,Imagine That,5.971,588
8817,10402,3.0082,1999-12-10,Deuce Bigalow: Male Gigolo,5.971,1510
8818,9453,15.3003,1979-08-14,Caligula,5.971,964
8819,97614,10.0421,2012-11-08,Deadfall,5.97,708
8820,97614,10.0421,2012-11-08,Deadfall,5.97,708
8821,14372,5.8392,1989-03-17,Leviathan,6.0,541
8822,12819,1.4511,2010-07-05,Alpha and Omega,6.0,544
8823,27579,3.8337,2010-08-31,The American,5.969,1472
8824,20850,2.8433,1975-10-01,Ilsa: She Wolf of the SS,5.969,377
8825,13825,4.5186,2008-10-24,The Lazarus Project,5.969,385
8826,9466,2.0268,1998-09-07,Celebrity,5.969,499
8827,9296,3.6426,2002-08-23,S1m0ne,5.969,969
8828,559581,3.444,2021-06-24,Stowaway,5.968,629
8829,28468,4.6575,1983-10-19,The Key,6.0,433
8830,11078,16.435,2003-01-17,National Security,5.968,1045
8831,10313,2.0927,2009-10-17,The Men Who Stare at Goats,5.968,2358
8832,9417,1.0081,1998-07-23,Wrongfully Accused,5.968,486
8833,764835,1.5134,2022-02-17,The Desperate Hour,5.967,470
8834,497814,1.0259,2018-05-05,Breaking In,5.967,683
8835,187596,2.4224,2014-05-02,Walk of Shame,5.967,1503
8836,866346,2.3024,2023-08-24,The Retirement Plan,5.966,309
8837,698128,2.0229,2022-03-18,Dual,6.0,372
8838,183662,1.2297,2013-03-13,Crush,6.0,369
8839,81446,1.9428,2012-08-27,The Baytown Outlaws,5.966,338
8840,21427,1.3135,2006-03-29,The Valet,5.966,548
8841,11199,2.5124,2007-03-02,Wild Hogs,5.966,2415
8842,415010,1.8808,2017-09-23,Ravenous,5.965,469
8843,266294,2.0485,2015-12-18,Sisters,5.963,1447
8844,37905,0.8435,2010-02-10,The Horde,6.0,500
8845,491473,0.9385,2019-03-07,Gloria Bell,6.0,336
8846,351964,1.815,2015-11-05,The Escort,6.0,443
8847,85041,1.0203,2012-01-04,The Immature: The Trip,5.964,618
8848,34480,2.2729,2009-10-14,The Descent: Part 2,5.964,1278
8849,12245,1.4927,2008-01-18,The Oxford Murders,5.964,692
8850,10714,1.728,1994-12-23,The Jungle Book,5.964,491
8851,10349,1.3107,1993-04-23,The Dark Half,5.964,456
8852,597890,1.7794,2021-04-08,Voyagers,5.963,948
8853,533642,2.7688,2019-06-19,Child's Play,5.963,2024
8854,80038,1.0262,2012-03-09,Friends with Kids,5.963,486
8855,39227,0.5239,2002-11-26,When in Rome,5.963,334
8856,4256,13.6128,2003-10-24,Scary Movie 3,5.963,4382
8857,1722,1.3589,2001-04-18,Captain Corelli's Mandolin,6.0,558
8858,605735,0.6161,2020-02-19,10 Days with Dad,6.0,316
8859,320288,7.3717,2019-06-05,Dark Phoenix,5.962,6970
8860,34494,0.9079,2008-01-25,Sorry if I Love You,5.962,723
8861,308024,0.7919,2015-06-19,The Overnight,6.0,356
8862,175116,0.3755,2013-03-14,Out of the Blue,5.961,322
8863,13962,1.3998,1994-02-11,Blank Check,5.961,529
8864,267193,6.9116,2016-02-24,Grimsby,5.96,2461
8865,97051,1.7918,2013-02-08,Would You Rather,5.96,997
8866,24831,7.1628,1978-08-03,Piranha,5.96,727
8867,848187,3.7372,2023-12-14,Role Play,5.959,616
8868,253626,1.0646,2015-04-09,Good Kill,5.959,593
8869,112200,0.855,2013-09-19,Thanks for Sharing,5.959,583
8870,88042,3.4875,2012-12-25,Parental Guidance,5.959,476
8871,43939,1.5098,2010-09-10,I'm Still Here,6.0,393
8872,586592,0.9951,2019-04-25,Come to Daddy,6.0,576
8873,74945,0.7878,2011-09-21,War of the Buttons,6.0,473
8874,8973,1.2724,1995-08-25,Lord of Illusions,5.958,368
8875,615677,4.4286,2020-12-25,We Can Be Heroes,5.957,801
8876,38780,5.0642,2009-09-27,Rampage,5.957,465
8877,10765,1.2058,1980-10-06,Private Benjamin,5.957,407
8878,9815,1.98,2007-02-09,Goal II: Living the Dream,5.957,684
8879,2176,2.2521,2001-09-14,The Glass House,5.957,1082
8880,266647,19.1026,2015-09-24,Pan,5.956,2818
8881,91314,9.6512,2014-06-25,Transformers: Age of Extinction,5.956,8638
8882,9383,11.3795,2000-08-04,Hollow Man,5.956,2703
8883,700391,7.5508,2023-03-02,65,5.955,2764
8884,448194,0.929,2017-12-08,Pyewacket,6.0,336
8885,352492,0.789,2016-08-26,XOXO,5.955,597
8886,257440,1.161,2016-04-29,Term Life,5.955,320
8887,37821,2.5072,2010-06-04,Killers,5.955,2288
8888,13018,9.219,2008-04-24,Deception,6.0,704
8889,12556,1.7478,2009-05-01,Ghosts of Girlfriends Past,5.955,2394
8890,630586,17.8546,2021-01-26,Wrong Turn,5.954,1285
8891,228973,2.0428,2015-03-20,Backcountry,5.954,713
8892,10680,1.5605,1996-10-04,D3: The Mighty Ducks,6.0,478
8893,2321,3.706,1988-08-19,Married to the Mob,5.954,312
8894,220286,1.6849,2013-10-11,Grand Piano,5.953,534
8895,24402,4.9995,1974-06-25,Emmanuelle,5.953,804
8896,16061,1.0899,2008-10-04,Tokyo Gore Police,5.953,354
8897,11775,2.0547,2003-10-10,Intolerable Cruelty,5.953,1627
8898,1690,6.735,2006-01-06,Hostel,5.953,3880
8899,888003,0.8775,2023-06-07,The Book of Solutions,5.952,310
8900,464504,1.9182,2019-03-01,A Madea Family Funeral,6.0,491
8901,414190,1.4013,2017-01-27,iBoy,5.952,1206
8902,337154,0.8978,2016-04-05,The Meddler,5.952,375
8903,168055,1.3935,2013-04-02,Love Is in the Air,5.952,429
8904,59429,1.2083,2010-11-20,Paranormal Activity: Tokyo Night,6.0,457
8905,11157,1.7406,1989-12-08,She-Devil,6.0,425
8906,2029,1.2042,2001-11-21,Tanguy,5.952,489
8907,1966,3.9118,2004-11-21,Alexander,5.952,3457
8908,611914,1.9283,2019-11-22,The Courier,5.951,562
8909,18147,3.1183,2006-12-08,Unaccompanied Minors,5.951,326
8910,14248,2.7021,2008-09-19,Igor,5.951,581
8911,10204,3.2337,2004-06-16,Around the World in 80 Days,5.951,2660
8912,640923,1.4768,2020-01-23,Kidz,5.95,387
8913,298459,0.427,2014-11-12,Next Time I'll Aim for the Heart,6.0,300
8914,257088,3.402,2015-12-03,Point Break,5.95,2416
8915,87101,21.4767,2015-06-23,Terminator Genisys,5.95,8863
8916,11374,3.4368,1999-03-26,EDtv,6.0,677
8917,312791,2.4014,2014-10-16,GirlHouse,5.9,315
8918,172533,2.052,2013-08-23,Drinking Buddies,5.949,859
8919,9448,1.6298,1998-04-24,The Big Hit,5.949,463
8920,9448,1.6298,1998-04-24,The Big Hit,5.949,463
8921,7515,1.5197,2005-09-03,London,5.9,333
8922,1126166,7.0446,2025-01-22,Flight Risk,5.948,1105
8923,228066,12.3078,2015-11-10,Victor Frankenstein,5.946,2249
