,id,popularity,release_date,title,vote_average,vote_count
0,278,36.9269,1994-09-23,The Shawshank Redemption,8.7,29857
1,238,31.9743,1972-03-14,The Godfather,8.687,22541
2,240,15.4289,1974-12-20,The Godfather Part II,8.571,13647
3,424,20.0604,1993-12-15,Schindler's List,8.566,17168
4,389,16.9499,1957-04-10,12 Angry Men,8.555,9794
5,129,18.1347,2001-07-20,Spirited Away,8.534,18019
6,155,40.8598,2008-07-16,The Dark Knight,8.527,35274
7,19404,7.4706,1995-10-20,Dilwale Dulhania Le Jayenge,8.518,4564
8,497,19.2181,1999-12-10,The Green Mile,8.505,18916
9,122,24.4279,2003-12-17,The Lord of the Rings: The Return of the King,8.494,26114
10,496243,22.814,2019-05-30,Parasite,8.493,20221
11,680,20.2156,1994-09-10,Pulp Fiction,8.486,29781
12,372058,18.7485,2016-08-26,Your Name.,8.479,12324
13,157336,50.3921,2014-11-05,Interstellar,8.468,39027
14,429,18.4054,1966-12-23,"The Good, the Bad and the Ugly",8.468,9457
15,13,31.4994,1994-06-23,Forrest Gump,8.5,29329
16,769,21.5977,1990-09-12,GoodFellas,8.452,14079
17,346,7.3614,1954-04-26,Seven Samurai,8.45,4129
18,12477,0.0099,1988-04-16,Grave of the Fireflies,8.444,6385
19,637,11.6701,1997-12-20,Life Is Beautiful,8.44,13825
20,278,36.9269,1994-09-23,The Shawshank Redemption,8.7,29857
21,238,31.9743,1972-03-14,The Godfather,8.687,22541
22,240,15.4289,1974-12-20,The Godfather Part II,8.571,13647
23,424,20.0604,1993-12-15,Schindler's List,8.566,17168
24,389,16.9499,1957-04-10,12 Angry Men,8.555,9794
25,129,18.1347,2001-07-20,Spirited Away,8.534,18019
26,155,40.8598,2008-07-16,The Dark Knight,8.527,35274
27,19404,7.4706,1995-10-20,Dilwale Dulhania Le Jayenge,8.518,4564
28,497,19.2181,1999-12-10,The Green Mile,8.505,18916
29,122,24.4279,2003-12-17,The Lord of the Rings: The Return of the King,8.494,26114
30,496243,22.814,2019-05-30,Parasite,8.493,20221
31,680,20.2156,1994-09-10,Pulp Fiction,8.486,29781
32,372058,18.7485,2016-08-26,Your Name.,8.479,12324
33,157336,50.3921,2014-11-05,Interstellar,8.468,39027
34,429,18.4054,1966-12-23,"The Good, the Bad and the Ugly",8.468,9457
35,13,31.4994,1994-06-23,Forrest Gump,8.5,29329
36,769,21.5977,1990-09-12,GoodFellas,8.452,14079
37,346,7.3614,1954-04-26,Seven Samurai,8.45,4129
38,12477,0.0099,1988-04-16,Grave of the Fireflies,8.444,6385
39,637,11.6701,1997-12-20,Life Is Beautiful,8.44,13825
40,550,27.8732,1999-10-15,Fight Club,8.438,31545
41,14537,3.6991,1962-09-15,Harakiri,8.437,1170
42,120,24.9495,2001-12-18,The Lord of the Rings: The Fellowship of the Ring,8.429,27105
43,598,11.2763,2002-08-30,City of God,8.428,8036
44,11216,8.6291,1988-11-17,Cinema Paradiso,8.424,4741
45,40096,2.3796,2000-09-15,A Dog's Will,8.4,1205
46,667257,1.4434,2021-06-17,Impossible Things,8.421,419
47,539,18.1236,1960-06-22,Psycho,8.415,10839
48,121,17.6118,2002-12-18,The Lord of the Rings: The Two Towers,8.413,23518
49,510,8.349,1975-11-19,One Flew Over the Cuckoo's Nest,8.412,11247
50,255709,4.3591,2013-10-02,Hope,8.397,825
51,696374,2.2768,2020-05-29,Gabriel's Inferno,8.396,2444
52,324857,19.9736,2018-12-06,Spider-Man: Into the Spider-Verse,8.394,16928
53,1891,9.4677,1980-05-20,The Empire Strikes Back,8.391,18129
54,4935,13.285,2004-09-09,Howl's Moving Castle,8.387,10858
55,311,11.3932,1984-05-23,Once Upon a Time in America,8.385,5921
56,378064,7.4555,2016-09-17,A Silent Voice: The Movie,8.4,4378
57,807,29.4982,1995-09-22,Se7en,8.4,22711
58,244786,16.0969,2014-10-10,Whiplash,8.374,16362
59,423,19.0625,2002-09-17,The Pianist,8.374,9958
60,724089,2.8426,2020-07-31,Gabriel's Inferno: Part II,8.371,1536
61,27205,33.9724,2010-07-15,Inception,8.371,38783
62,761053,3.0653,2020-11-19,Gabriel's Inferno: Part III,8.362,1073
63,770156,4.6213,2020-10-19,Lucy Shimmers and the Prince of Peace,8.36,349
64,12493,3.4989,1963-03-01,High and Low,8.3,1088
65,274,4.3592,1991-02-14,The Silence of the Lambs,8.347,17642
66,567,12.2075,1954-08-01,Rear Window,8.342,7038
67,1058694,2.5451,2023-10-19,Radical,8.34,490
68,1218925,21.4518,2025-09-19,Chainsaw Man - The Movie: Reze Arc,8.336,736
69,569094,24.0208,2023-05-31,Spider-Man: Across the Spider-Verse,8.3,8317
70,73,8.4342,1998-07-01,American History X,8.327,12367
71,105,19.1866,1985-07-03,Back to the Future,8.324,21446
72,128,11.5675,1997-07-12,Princess Mononoke,8.3,8807
73,620249,3.5442,2019-08-27,The Legend of Hei,8.3,444
74,1184918,19.236,2024-09-12,The Wild Robot,8.311,5777
75,3782,3.7555,1952-10-09,Ikiru,8.3,1306
76,10494,13.0989,1998-02-28,Perfect Blue,8.302,3080
77,207,11.297,1989-06-02,Dead Poets Society,8.302,12338
78,372754,2.0471,2016-02-20,Dou kyu sei – Classmates,8.3,426
79,820067,2.8195,2022-05-20,The Quintessential Quintuplets Movie,8.3,431
80,533514,2.7952,2020-09-18,Violet Evergarden: The Movie,8.295,491
81,101,35.4013,1994-09-14,Léon: The Professional,8.295,15838
82,42269,1.6608,1974-12-21,We All Loved Each Other So Much,8.3,632
83,644479,1.3211,2019-11-01,Dedicated to my ex,8.3,513
84,914,6.1962,1940-10-15,The Great Dictator,8.284,3632
85,599,11.8322,1950-08-10,Sunset Boulevard,8.282,2869
86,3082,9.4394,1936-02-05,Modern Times,8.281,4008
87,15804,2.3922,1991-07-27,A Brighter Summer Day,8.28,375
88,335,9.7216,1968-12-21,Once Upon a Time in the West,8.28,4791
89,1585,8.7719,1946-12-20,It's a Wonderful Life,8.278,4805
90,1139087,3.822,2023-09-24,Once Upon a Studio,8.274,418
91,652837,3.8756,2020-12-25,"Josee, the Tiger and the Fish",8.27,572
92,77338,16.1204,2011-11-02,The Intouchables,8.27,18198
93,1356039,11.8868,2025-02-27,Counterattack,8.26,793
94,28,17.6219,1979-05-19,Apocalypse Now,8.266,8911
95,18491,13.2959,1997-07-19,Neon Genesis Evangelion: The End of Evangelion,8.261,1797
96,29259,8.6735,1960-03-18,Le Trou,8.261,552
97,975,3.8693,1957-10-25,Paths of Glory,8.257,3211
98,901,10.9812,1931-02-06,City Lights,8.257,2401
99,632632,1.6985,2020-08-22,Given,8.3,413
100,92321,0.0035,2011-09-17,Hotarubi no Mori e,8.254,1203
101,572154,2.6367,2019-06-15,Rascal Does Not Dream of a Dreaming Girl,8.253,576
102,637920,7.9084,2019-10-10,Miracle in Cell No. 7,8.252,4529
103,8587,20.8448,1994-06-15,The Lion King,8.252,19438
104,654299,1.3039,2019-12-24,Out of the Clear Blue Sky,8.25,376
105,10376,3.3864,1998-10-28,The Legend of 1900,8.2,2408
106,630566,3.1882,2020-10-09,Clouds,8.239,1045
107,447362,3.5846,2020-11-27,Life in a Year,8.239,1950
108,670,15.344,2003-11-21,Oldboy,8.239,9621
109,603,30.0884,1999-03-31,The Matrix,8.239,27462
110,299534,15.5144,2019-04-24,Avengers: Endgame,8.236,27325
111,299536,27.3859,2018-04-25,Avengers: Infinity War,8.2,31553
112,504253,4.0633,2018-09-01,I Want to Eat Your Pancreas,8.2,1726
113,508965,7.3811,2019-11-08,Klaus,8.223,4566
114,490132,12.4577,2018-11-16,Green Book,8.223,12634
115,24188,1.2082,1962-12-05,Il Sorpasso,8.222,823
116,98,14.5394,2000-05-04,Gladiator,8.222,20576
117,527641,4.8348,2019-03-14,Five Feet Apart,8.221,5866
118,92060,1.4682,1983-11-14,Michael Jackson's Thriller,8.2,737
119,857,11.9153,1998-07-24,Saving Private Ryan,8.221,16930
120,37257,3.0695,1957-12-17,Witness for the Prosecution,8.219,1627
121,110420,3.227,2012-07-21,Wolf Children,8.2,2436
122,25237,6.8547,1985-10-17,Come and See,8.219,1763
123,568332,1.0629,2018-12-31,Taylor Swift: Reputation Stadium Tour,8.217,423
124,1186532,4.2051,2024-08-22,The Forge,8.2,322
125,265177,2.1939,2014-09-19,Mommy,8.2,2817
126,16869,22.4513,2009-08-02,Inglourious Basterds,8.215,23824
127,618344,2.6293,2020-05-05,Justice League Dark: Apokolips War,8.209,1546
128,1160164,5.1393,2023-10-13,TAYLOR SWIFT | THE ERAS TOUR,8.208,510
129,995133,3.0599,2022-12-25,"The Boy, the Mole, the Fox and the Horse",8.207,690
130,16672,1.4079,1964-02-15,Woman in the Dunes,8.207,505
131,1124,25.5569,2006-10-17,The Prestige,8.205,17286
132,694,18.1744,1980-05-23,The Shining,8.205,18661
133,315162,12.7959,2022-12-07,Puss in Boots: The Last Wish,8.204,8656
134,635302,7.8172,2020-10-16,Demon Slayer -Kimetsu no Yaiba- The Movie: Mugen Train,8.201,4411
135,50014,10.0954,2011-08-09,The Help,8.201,8887
136,11324,21.3485,2010-02-14,Shutter Island,8.2,25495
137,11,17.3502,1977-05-25,Star Wars,8.2,22002
138,354912,23.8445,2017-10-27,Coco,8.199,20708
139,283566,4.3512,2021-03-08,Evangelion: 3.0+1.0 Thrice Upon a Time,8.2,916
140,278,36.9269,1994-09-23,The Shawshank Redemption,8.7,29857
141,238,31.9743,1972-03-14,The Godfather,8.687,22541
142,240,15.4289,1974-12-20,The Godfather Part II,8.571,13647
143,424,20.0604,1993-12-15,Schindler's List,8.566,17168
144,389,16.9499,1957-04-10,12 Angry Men,8.555,9794
145,129,18.1347,2001-07-20,Spirited Away,8.534,18019
146,155,40.8598,2008-07-16,The Dark Knight,8.527,35274
147,19404,7.4706,1995-10-20,Dilwale Dulhania Le Jayenge,8.518,4564
148,497,19.2181,1999-12-10,The Green Mile,8.505,18916
149,122,24.4279,2003-12-17,The Lord of the Rings: The Return of the King,8.494,26114
150,496243,22.814,2019-05-30,Parasite,8.493,20221
151,680,20.2156,1994-09-10,Pulp Fiction,8.486,29781
152,372058,18.7485,2016-08-26,Your Name.,8.479,12324
153,157336,50.3921,2014-11-05,Interstellar,8.468,39027
154,429,18.4054,1966-12-23,"The Good, the Bad and the Ugly",8.468,9457
155,13,31.4994,1994-06-23,Forrest Gump,8.5,29329
156,769,21.5977,1990-09-12,GoodFellas,8.452,14079
157,346,7.3614,1954-04-26,Seven Samurai,8.45,4129
158,12477,0.0099,1988-04-16,Grave of the Fireflies,8.444,6385
159,637,11.6701,1997-12-20,Life Is Beautiful,8.44,13825
160,550,27.8732,1999-10-15,Fight Club,8.438,31545
161,14537,3.6991,1962-09-15,Harakiri,8.437,1170
162,120,24.9495,2001-12-18,The Lord of the Rings: The Fellowship of the Ring,8.429,27105
163,598,11.2763,2002-08-30,City of God,8.428,8036
164,11216,8.6291,1988-11-17,Cinema Paradiso,8.424,4741
165,40096,2.3796,2000-09-15,A Dog's Will,8.4,1205
166,667257,1.4434,2021-06-17,Impossible Things,8.421,419
167,539,18.1236,1960-06-22,Psycho,8.415,10839
168,121,17.6118,2002-12-18,The Lord of the Rings: The Two Towers,8.413,23518
169,510,8.349,1975-11-19,One Flew Over the Cuckoo's Nest,8.412,11247
170,255709,4.3591,2013-10-02,Hope,8.397,825
171,696374,2.2768,2020-05-29,Gabriel's Inferno,8.396,2444
172,324857,19.9736,2018-12-06,Spider-Man: Into the Spider-Verse,8.394,16928
173,1891,9.4677,1980-05-20,The Empire Strikes Back,8.391,18129
174,4935,13.285,2004-09-09,Howl's Moving Castle,8.387,10858
175,311,11.3932,1984-05-23,Once Upon a Time in America,8.385,5921
176,378064,7.4555,2016-09-17,A Silent Voice: The Movie,8.4,4378
177,807,29.4982,1995-09-22,Se7en,8.4,22711
178,244786,16.0969,2014-10-10,Whiplash,8.374,16362
179,423,19.0625,2002-09-17,The Pianist,8.374,9958
180,724089,2.8426,2020-07-31,Gabriel's Inferno: Part II,8.371,1536
181,27205,33.9724,2010-07-15,Inception,8.371,38783
182,761053,3.0653,2020-11-19,Gabriel's Inferno: Part III,8.362,1073
183,770156,4.6213,2020-10-19,Lucy Shimmers and the Prince of Peace,8.36,349
184,12493,3.4989,1963-03-01,High and Low,8.3,1088
185,274,4.3592,1991-02-14,The Silence of the Lambs,8.347,17642
186,567,12.2075,1954-08-01,Rear Window,8.342,7038
187,1058694,2.5451,2023-10-19,Radical,8.34,490
188,1218925,21.4518,2025-09-19,Chainsaw Man - The Movie: Reze Arc,8.336,736
189,569094,24.0208,2023-05-31,Spider-Man: Across the Spider-Verse,8.3,8317
190,73,8.4342,1998-07-01,American History X,8.327,12367
191,105,19.1866,1985-07-03,Back to the Future,8.324,21446
192,128,11.5675,1997-07-12,Princess Mononoke,8.3,8807
193,620249,3.5442,2019-08-27,The Legend of Hei,8.3,444
194,1184918,19.236,2024-09-12,The Wild Robot,8.311,5777
195,3782,3.7555,1952-10-09,Ikiru,8.3,1306
196,10494,13.0989,1998-02-28,Perfect Blue,8.302,3080
197,207,11.297,1989-06-02,Dead Poets Society,8.302,12338
198,372754,2.0471,2016-02-20,Dou kyu sei – Classmates,8.3,426
199,820067,2.8195,2022-05-20,The Quintessential Quintuplets Movie,8.3,431
200,533514,2.7952,2020-09-18,Violet Evergarden: The Movie,8.295,491
201,101,35.4013,1994-09-14,Léon: The Professional,8.295,15838
202,42269,1.6608,1974-12-21,We All Loved Each Other So Much,8.3,632
203,644479,1.3211,2019-11-01,Dedicated to my ex,8.3,513
204,914,6.1962,1940-10-15,The Great Dictator,8.284,3632
205,599,11.8322,1950-08-10,Sunset Boulevard,8.282,2869
206,3082,9.4394,1936-02-05,Modern Times,8.281,4008
207,15804,2.3922,1991-07-27,A Brighter Summer Day,8.28,375
208,335,9.7216,1968-12-21,Once Upon a Time in the West,8.28,4791
209,1585,8.7719,1946-12-20,It's a Wonderful Life,8.278,4805
210,1139087,3.822,2023-09-24,Once Upon a Studio,8.274,418
211,652837,3.8756,2020-12-25,"Josee, the Tiger and the Fish",8.27,572
212,77338,16.1204,2011-11-02,The Intouchables,8.27,18198
213,1356039,11.8868,2025-02-27,Counterattack,8.26,793
214,28,17.6219,1979-05-19,Apocalypse Now,8.266,8911
215,18491,13.2959,1997-07-19,Neon Genesis Evangelion: The End of Evangelion,8.261,1797
216,29259,8.6735,1960-03-18,Le Trou,8.261,552
217,975,3.8693,1957-10-25,Paths of Glory,8.257,3211
218,901,10.9812,1931-02-06,City Lights,8.257,2401
219,632632,1.6985,2020-08-22,Given,8.3,413
220,278,36.9269,1994-09-23,The Shawshank Redemption,8.7,29857
221,238,31.9743,1972-03-14,The Godfather,8.687,22541
222,240,15.4289,1974-12-20,The Godfather Part II,8.571,13647
223,424,20.0604,1993-12-15,Schindler's List,8.566,17168
224,389,16.9499,1957-04-10,12 Angry Men,8.555,9794
225,129,18.1347,2001-07-20,Spirited Away,8.534,18019
226,155,40.8598,2008-07-16,The Dark Knight,8.527,35274
227,19404,7.4706,1995-10-20,Dilwale Dulhania Le Jayenge,8.518,4564
228,497,19.2181,1999-12-10,The Green Mile,8.505,18916
229,122,24.4279,2003-12-17,The Lord of the Rings: The Return of the King,8.494,26114
230,496243,22.814,2019-05-30,Parasite,8.493,20221
231,680,20.2156,1994-09-10,Pulp Fiction,8.486,29781
232,372058,18.7485,2016-08-26,Your Name.,8.479,12324
233,157336,50.3921,2014-11-05,Interstellar,8.468,39027
234,429,18.4054,1966-12-23,"The Good, the Bad and the Ugly",8.468,9457
235,13,31.4994,1994-06-23,Forrest Gump,8.5,29329
236,769,21.5977,1990-09-12,GoodFellas,8.452,14079
237,346,7.3614,1954-04-26,Seven Samurai,8.45,4129
238,12477,0.0099,1988-04-16,Grave of the Fireflies,8.444,6385
239,637,11.6701,1997-12-20,Life Is Beautiful,8.44,13825
240,550,27.8732,1999-10-15,Fight Club,8.438,31545
241,14537,3.6991,1962-09-15,Harakiri,8.437,1170
242,120,24.9495,2001-12-18,The Lord of the Rings: The Fellowship of the Ring,8.429,27105
243,598,11.2763,2002-08-30,City of God,8.428,8036
244,11216,8.6291,1988-11-17,Cinema Paradiso,8.424,4741
245,40096,2.3796,2000-09-15,A Dog's Will,8.4,1205
246,667257,1.4434,2021-06-17,Impossible Things,8.421,419
247,539,18.1236,1960-06-22,Psycho,8.415,10839
248,121,17.6118,2002-12-18,The Lord of the Rings: The Two Towers,8.413,23518
249,510,8.349,1975-11-19,One Flew Over the Cuckoo's Nest,8.412,11247
250,255709,4.3591,2013-10-02,Hope,8.397,825
251,696374,2.2768,2020-05-29,Gabriel's Inferno,8.396,2444
252,324857,19.9736,2018-12-06,Spider-Man: Into the Spider-Verse,8.394,16928
253,1891,9.4677,1980-05-20,The Empire Strikes Back,8.391,18129
254,4935,13.285,2004-09-09,Howl's Moving Castle,8.387,10858
255,311,11.3932,1984-05-23,Once Upon a Time in America,8.385,5921
256,378064,7.4555,2016-09-17,A Silent Voice: The Movie,8.4,4378
257,807,29.4982,1995-09-22,Se7en,8.4,22711
258,244786,16.0969,2014-10-10,Whiplash,8.374,16362
259,423,19.0625,2002-09-17,The Pianist,8.374,9958
260,724089,2.8426,2020-07-31,Gabriel's Inferno: Part II,8.371,1536
261,27205,33.9724,2010-07-15,Inception,8.371,38783
262,761053,3.0653,2020-11-19,Gabriel's Inferno: Part III,8.362,1073
263,770156,4.6213,2020-10-19,Lucy Shimmers and the Prince of Peace,8.36,349
264,12493,3.4989,1963-03-01,High and Low,8.3,1088
265,274,4.3592,1991-02-14,The Silence of the Lambs,8.347,17642
266,567,12.2075,1954-08-01,Rear Window,8.342,7038
267,1058694,2.5451,2023-10-19,Radical,8.34,490
268,1218925,21.4518,2025-09-19,Chainsaw Man - The Movie: Reze Arc,8.336,736
269,569094,24.0208,2023-05-31,Spider-Man: Across the Spider-Verse,8.3,8317
270,73,8.4342,1998-07-01,American History X,8.327,12367
271,105,19.1866,1985-07-03,Back to the Future,8.324,21446
272,128,11.5675,1997-07-12,Princess Mononoke,8.3,8807
273,620249,3.5442,2019-08-27,The Legend of Hei,8.3,444
274,1184918,19.236,2024-09-12,The Wild Robot,8.311,5777
275,3782,3.7555,1952-10-09,Ikiru,8.3,1306
276,10494,13.0989,1998-02-28,Perfect Blue,8.302,3080
277,207,11.297,1989-06-02,Dead Poets Society,8.302,12338
278,372754,2.0471,2016-02-20,Dou kyu sei – Classmates,8.3,426
279,820067,2.8195,2022-05-20,The Quintessential Quintuplets Movie,8.3,431
280,533514,2.7952,2020-09-18,Violet Evergarden: The Movie,8.295,491
281,101,35.4013,1994-09-14,Léon: The Professional,8.295,15838
282,42269,1.6608,1974-12-21,We All Loved Each Other So Much,8.3,632
283,644479,1.3211,2019-11-01,Dedicated to my ex,8.3,513
284,914,6.1962,1940-10-15,The Great Dictator,8.284,3632
285,599,11.8322,1950-08-10,Sunset Boulevard,8.282,2869
286,3082,9.4394,1936-02-05,Modern Times,8.281,4008
287,15804,2.3922,1991-07-27,A Brighter Summer Day,8.28,375
288,335,9.7216,1968-12-21,Once Upon a Time in the West,8.28,4791
289,1585,8.7719,1946-12-20,It's a Wonderful Life,8.278,4805
290,1139087,3.822,2023-09-24,Once Upon a Studio,8.274,418
291,652837,3.8756,2020-12-25,"Josee, the Tiger and the Fish",8.27,572
292,77338,16.1204,2011-11-02,The Intouchables,8.27,18198
293,1356039,11.8868,2025-02-27,Counterattack,8.26,793
294,28,17.6219,1979-05-19,Apocalypse Now,8.266,8911
295,18491,13.2959,1997-07-19,Neon Genesis Evangelion: The End of Evangelion,8.261,1797
296,29259,8.6735,1960-03-18,Le Trou,8.261,552
297,975,3.8693,1957-10-25,Paths of Glory,8.257,3211
298,901,10.9812,1931-02-06,City Lights,8.257,2401
299,632632,1.6985,2020-08-22,Given,8.3,413
300,92321,0.0035,2011-09-17,Hotarubi no Mori e,8.254,1203
301,572154,2.6367,2019-06-15,Rascal Does Not Dream of a Dreaming Girl,8.253,576
302,637920,7.9084,2019-10-10,Miracle in Cell No. 7,8.252,4529
303,8587,20.8448,1994-06-15,The Lion King,8.252,19438
304,654299,1.3039,2019-12-24,Out of the Clear Blue Sky,8.25,376
305,10376,3.3864,1998-10-28,The Legend of 1900,8.2,2408
306,630566,3.1882,2020-10-09,Clouds,8.239,1045
307,447362,3.5846,2020-11-27,Life in a Year,8.239,1950
308,670,15.344,2003-11-21,Oldboy,8.239,9621
309,603,30.0884,1999-03-31,The Matrix,8.239,27462
310,299534,15.5144,2019-04-24,Avengers: Endgame,8.236,27325
311,299536,27.3859,2018-04-25,Avengers: Infinity War,8.2,31553
312,504253,4.0633,2018-09-01,I Want to Eat Your Pancreas,8.2,1726
313,508965,7.3811,2019-11-08,Klaus,8.223,4566
314,490132,12.4577,2018-11-16,Green Book,8.223,12634
315,24188,1.2082,1962-12-05,Il Sorpasso,8.222,823
316,98,14.5394,2000-05-04,Gladiator,8.222,20576
317,527641,4.8348,2019-03-14,Five Feet Apart,8.221,5866
318,92060,1.4682,1983-11-14,Michael Jackson's Thriller,8.2,737
319,857,11.9153,1998-07-24,Saving Private Ryan,8.221,16930
320,37257,3.0695,1957-12-17,Witness for the Prosecution,8.219,1627
321,110420,3.227,2012-07-21,Wolf Children,8.2,2436
322,25237,6.8547,1985-10-17,Come and See,8.219,1763
323,568332,1.0629,2018-12-31,Taylor Swift: Reputation Stadium Tour,8.217,423
324,1186532,4.2051,2024-08-22,The Forge,8.2,322
325,265177,2.1939,2014-09-19,Mommy,8.2,2817
326,16869,22.4513,2009-08-02,Inglourious Basterds,8.215,23824
327,618344,2.6293,2020-05-05,Justice League Dark: Apokolips War,8.209,1546
328,1160164,5.1393,2023-10-13,TAYLOR SWIFT | THE ERAS TOUR,8.208,510
329,995133,3.0599,2022-12-25,"The Boy, the Mole, the Fox and the Horse",8.207,690
330,16672,1.4079,1964-02-15,Woman in the Dunes,8.207,505
331,1124,25.5569,2006-10-17,The Prestige,8.205,17286
332,694,18.1744,1980-05-23,The Shining,8.205,18661
333,315162,12.7959,2022-12-07,Puss in Boots: The Last Wish,8.204,8656
334,635302,7.8172,2020-10-16,Demon Slayer -Kimetsu no Yaiba- The Movie: Mugen Train,8.201,4411
335,50014,10.0954,2011-08-09,The Help,8.201,8887
336,11324,21.3485,2010-02-14,Shutter Island,8.2,25495
337,11,17.3502,1977-05-25,Star Wars,8.2,22002
338,354912,23.8445,2017-10-27,Coco,8.199,20708
339,283566,4.3512,2021-03-08,Evangelion: 3.0+1.0 Thrice Upon a Time,8.2,916
340,441130,5.9085,2020-10-26,Wolfwalkers,8.195,1347
341,324786,12.0067,2016-10-07,Hacksaw Ridge,8.191,14632
342,313106,4.6103,2013-11-23,Doctor Who: The Day of the Doctor,8.191,766
343,284,5.7967,1960-06-21,The Apartment,8.19,2585
344,290098,13.0607,2016-06-01,The Handmaiden,8.19,4208
345,68718,24.6439,2012-12-25,Django Unchained,8.187,27642
346,620683,0.8848,2019-12-26,My Mom Is a Character 3,8.182,493
347,185,10.1833,1971-10-28,A Clockwork Orange,8.179,13644
348,522924,3.6383,2019-08-08,The Art of Racing in the Rain,8.177,1646
349,77,10.6121,2000-10-11,Memento,8.176,15957
350,5156,2.9885,1948-07-21,Bicycle Thieves,8.172,2608
351,629,13.1247,1995-07-19,The Usual Suspects,8.169,11199
352,537061,1.6541,2019-10-07,Steven Universe: The Movie,8.169,841
353,18148,3.862,1953-11-03,Tokyo Story,8.168,1194
354,26451,1.0788,1970-10-16,Investigation of a Citizen Above Suspicion,8.167,854
355,348,16.4639,1979-05-25,Alien,8.2,16073
356,490,3.2923,1957-02-16,The Seventh Seal,8.162,3287
357,1422,20.5321,2006-10-04,The Departed,8.159,15938
358,489,12.2857,1997-12-05,Good Will Hunting,8.158,13580
359,361743,22.161,2022-05-21,Top Gun: Maverick,8.156,10631
360,476292,8.3968,2018-02-24,Maquia: When the Promised Flower Blooms,8.155,689
361,111,23.141,1983-12-09,Scarface,8.156,12779
362,399106,1.4495,2016-06-16,Piper,8.151,1709
363,81481,2.4324,2011-09-22,Silenced,8.151,750
364,37165,13.3091,1998-06-04,The Truman Show,8.151,19862
365,20941,2.2693,2005-01-28,Innocent Voices,8.148,513
366,426,10.9612,1958-05-09,Vertigo,8.146,6234
367,10098,5.6113,1921-01-21,The Kid,8.1,2318
368,289,5.662,1943-01-15,Casablanca,8.1,5928
369,9702,4.8393,1993-02-05,Bound by Honor,8.142,1486
370,851644,7.4728,2022-10-06,20th Century Girl,8.1,795
371,517814,3.0075,2018-09-20,Capernaum,8.1,1932
372,280,16.2942,1991-07-03,Terminator 2: Judgment Day,8.14,13995
373,797,3.3068,1966-10-18,Persona,8.139,2367
374,872,3.7042,1952-04-10,Singin' in the Rain,8.138,3427
375,3780,1.5897,1965-03-04,Red Beard,8.1,400
376,592350,2.693,2019-12-20,My Hero Academia: Heroes Rising,8.1,1251
377,606856,3.2019,2019-12-20,Togo,8.133,2210
378,666,1.3908,1998-04-03,Central Station,8.1,1027
379,693134,21.0332,2024-02-27,Dune: Part Two,8.13,7583
380,475557,25.0805,2019-10-01,Joker,8.127,27371
381,103,15.5845,1976-02-09,Taxi Driver,8.127,13232
382,935,8.4906,1964-01-29,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb,8.125,6047
383,458220,3.5066,2021-01-28,Palmer,8.124,1862
384,20914,1.8366,1975-10-24,My Friends,8.122,739
385,575813,4.4854,2019-10-25,Better Days,8.121,535
386,600,9.9869,1987-06-26,Full Metal Jacket,8.12,11263
387,810693,8.5522,2021-12-24,Jujutsu Kaisen 0,8.117,1673
388,500,18.2603,1992-09-02,Reservoir Dogs,8.116,15201
389,829402,4.4851,2024-06-14,Ultraman: Rising,8.114,367
390,1103621,3.7783,2024-04-04,How to Make Millions Before Grandma Dies,8.115,374
391,422,2.5059,1963-02-14,8½,8.11,2488
392,980477,24.8568,2025-01-29,Ne Zha 2,8.11,603
393,531428,4.4556,2019-09-06,Portrait of a Lady on Fire,8.109,2870
394,406997,6.8601,2017-11-13,Wonder,8.108,8179
395,10681,23.873,2008-06-22,WALL·E,8.108,19972
396,46738,8.8985,2010-09-17,Incendies,8.107,3170
397,38288,0.3752,1996-03-29,"“The Shorts” by Aldo, Giovanni and Giacomo",8.104,359
398,146233,15.9754,2013-09-19,Prisoners,8.102,12809
399,1398,3.5781,1979-05-25,Stalker,8.101,2449
400,600354,5.9782,2020-12-23,The Father,8.097,3546
401,508442,19.0155,2020-12-25,Soul,8.096,11222
402,103663,10.2507,2012-10-25,The Hunt,8.097,4630
403,655,16.5111,1984-07-16,"Paris, Texas",8.095,2158
404,100,2.1992,1998-08-28,"Lock, Stock and Two Smoking Barrels",8.097,7068
405,823219,13.4504,2024-08-29,Flow,8.097,2666
406,398818,9.135,2017-10-01,Call Me by Your Name,8.095,12619
407,19,3.1969,1927-01-10,Metropolis,8.095,3045
408,791373,12.8636,2021-03-18,Zack Snyder's Justice League,8.094,10660
409,149871,2.5289,2013-11-23,The Tale of The Princess Kaguya,8.094,1937
410,996,6.9994,1944-07-06,Double Indemnity,8.1,1986
411,812225,3.7882,2023-06-16,Black Clover: Sword of the Wizard King,8.092,359
412,843,7.4164,2000-09-29,In the Mood for Love,8.092,3171
413,38,12.7732,2004-03-19,Eternal Sunshine of the Spotless Mind,8.091,16073
414,755812,3.1039,2020-09-25,"Miraculous World: New York, United HeroeZ",8.1,1121
415,11878,2.7976,1961-04-25,Yojimbo,8.089,1646
416,664767,3.4499,2020-04-12,Mortal Kombat Legends: Scorpion's Revenge,8.088,1438
417,411088,15.0215,2017-01-06,The Invisible Guest,8.088,4889
418,24382,0.9905,1958-07-26,Big Deal on Madonna Street,8.087,768
